id,year,title,langname,gcode,area,langfamily,affiliation,longitude,latitude
uva.x000591701,1880,The classic Greek dictionary : English-Greek ; containing all the words in general use with their various significations classified / by Henry R. Hamilton._pt.2 1880,Modern Greek,mode1248,Eurasia,Indo-European,"Indo-European,Graeco-Phrygian,Greek,East Greek,Koineic Greek,Modern Koineic Greek,Nuclear Modern Greek",23.13,38.36
uc1.31822023452931,1951,The Classic Greek dictionary. Greek-English and English-Greek. With an appendix of proper and geographical names prepared by George Ricker Berry,Modern Greek,mode1248,Eurasia,Indo-European,"Indo-European,Graeco-Phrygian,Greek,East Greek,Koineic Greek,Modern Koineic Greek,Nuclear Modern Greek",23.13,38.36
njp.32101064293366,1899,"The classic Greek dictionary : in two parts, Greek-English and English-Greek.",Modern Greek,mode1248,Eurasia,Indo-European,"Indo-European,Graeco-Phrygian,Greek,East Greek,Koineic Greek,Modern Koineic Greek,Nuclear Modern Greek",23.13,38.36
nnc1.50349522,1900,"The classic Latin dictionary, in two parts, Latin-English and English-Latin, comp. from the best authorities, introducing illustrative quotations, and historical and geographical notices.",Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
mdp.39015020822113,1957,The Classic Latin dictionary; Latin-English and English-Latin. Compiled from the best authorities of both languages with a glossary of geographical names.,Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
mdp.49015002913532,1986,The combined new Persian-English and English-Persian dictionary / by Abbas Aryanpur Kashani and Manoochehr Aryanpur Kashani.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
mdp.39015019318834,1990,The complete English-Maori dictionary / Bruce Biggs.,Maori,maor1246,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Central Pacificlinkage,Tokelau-Fijian,Polynesian,Nuclear Polynesian,Northern Outlier Polynesian-East Polynesian,Solomons Northern Outlier Polynesian-East Polynesian,Central Northern Outlier Polynesian-East Polynesian,East Polynesian,Central Eastern Polynesian",176.541,-38.2881
mdp.39015013097525,1978,The concise English-Persian dictionary / by Abbas Aryanpur Kashani and Manoochehr Aryanpur Kashani.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
uva.x002533242,1993,The Concise English-Scots dictionary / edited by Iseabail Macleod and Pauline Cairns ; drawing upon materials supplied by William Graham.,Scots,scot1243,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,North Sea Germanic,Anglo-Frisian,Anglic,Later Anglic",-3.710133,55.886945
mdp.39015052970277,2003,The concise Oriya-English dictionary / [compiled by ] R.J. Grundy.,Kotia-Adivasi Oriya-Desiya,adiv1239,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Easternzone,Oriya-Gauda-Kamrupa,Macro-Oriya",82.8487,18.1046
mdp.39015047058550,1997,"The Concise Oxford-Duden German dictionary : English-German, German-English / edited by the Dudenredaktion and the German Section of the Oxford University Press Dictionary Dept. ; chief editors, M. Clark, O. Thyen.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
uva.x000176237,1968,"The concise Oxford French dictionary : French-English / compiled by A. Chevalley and Marguerite Chevalley. English-French, compiled by G. W. F. R. Goodridge.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015032946850,1992,The Concise Oxford French dictionary / French-English edited by H. Ferrar ; English-French edited by J. A. Hutchinson and J.-D. Biard.,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015046438795,1998,"The concise Oxford-Hachette French dictionary : French-English, English-French / edited by Marie-Hélène Corréard, Valerie Grundy.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015046346477,1978,The Concise Persian - English dictionary / Abbas Aryanpur Kashani and Manoochehr Aryanpur Kashani.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
mdp.39015049833125,1926,"The condensed English-Gujarati dictionary. Rev. & enl. with pronunciations, roots, otherwords, meanings, phrases etc., etc. By Vithalrai G. Vyas [and] Shankerbhai G. Patel.",Gujarati,guja1252,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Gujarati-Rajasthani,Gujaratic",71.0962,22.687
mdp.39015015316022,1989,The contemporary English-Indonesian dictionary / Peter Salim.,Indonesian,indo1316,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",109.716,-7.33458
mdp.39015040858758,1997,The contemporary Indonesian-English dictionary / Peter Salim.,Indonesian,indo1316,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Northand East Malayo-Sumbawan,Malayic,Nuclear Malayic,Indonesian Archipelago Malay",109.716,-7.33458
uc1.aa0016017949,1908,"The crown dictionary, English - Telugu.",Telugu,telu1262,Eurasia,Dravidian,"Dravidian,South Dravidian,South Dravidian I I,Teluguic",78.7024,16.4529
uiug.30112070970618,1942,"The dictionary of ""Kan-ji"" or Japanese characters, with pronunciations, intonations and definitions in English, especially adapted for the use of beginners.",Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
njp.32101067862084,1732,The English Irish Dictionary. = An focloir bearla gaoioheilge ar na chur a neagur le Conċoḃar O Beaglaoiċ mar aon le congnaṁ Aodh ḃuiḋe Mac Cuirtin.,Irish,iris1253,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",-7.61509,53.2186
uc1.$b122407,1949,The English-Pāli dictionary.,Pali,pali1273,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Bihari",82.251,24.5271
mdp.39015037161158,1984,The English Persian dictionary / by Farshid E. K; in collaboration with S. Mooney.,Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
mdp.39015012099704,1961,"The English-Sindhi dictionary,",Sindhi,sind1272,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwesternzone,Sindhi-Lahnda,Sindhic",69,26
mdp.39015066373989,1982,The English-Sindhi dictionary : with correct pronunciation in Sindhi characters / by A.T. Shahani.,Sindhi,sind1272,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwesternzone,Sindhi-Lahnda,Sindhic",69,26
inu.32000013160553,1954,The essential English dictionary; English-Turkish vesion. by C.E. Eckersley and Sadik Balkan.,Turkish,nucl1301,Eurasia,Turkic,"Turkic,Common Turkic,Oghuz,Nuclear Oghuz,West Oghuz",32.8667,39.8667
mdp.39015061187772,1996,"The essential Scots dictionary : Scots-English, English-Scots / edited by Iseabail Macleod and Pauline Cairns.",Scots,scot1243,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,North Sea Germanic,Anglo-Frisian,Anglic,Later Anglic",-3.710133,55.886945
pst.000049693058,1965,The E. U. P. concise Swahili and English dictionary : together with student's notes and a short grammar / by D. V. Perrott.,Swahili,swah1253,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Coastal N E C Bantu,Sabaki-Swahili,Swahili (G.40),Mombasa-Lamu-Inland Swahili",37.624,-8.25605
uiug.30112088352833,1814,"The explanatory pronouncing dictionary of the French language, (in French and English). To which are prefixed, the principles of the French pronunciation; prefatory directions for using the spelling representative of every sound; and the conjugation of the verbs.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
pst.000062473682,2004,"The Firefly French/English visual dictionary / Jean-Claude Corbeil, Ariane Archambault.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
uva.x001981789,1991,"The first illustrated Yoruba dictionary : two parts: Yoruba-English, English-Yoruba / Joseph Ajayi Fashagba.",Yoruba,yoru1245,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Defoid,Yoruboid,Edekiri,Ede,Eastern Ede,Southeastern Ede,Nuclear Yoruba,Lucumi-Yoruba",3.67225,7.15345
hvd.32044102852464,1876,"The French manual, including a dictionary of oven ten thousand words. Entirely revised and corrected from the last English ed.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015054068740,1989,"The great dictionary of the Roumanian and English languages, by Dr. Virgil Em. Halaceanu ...",Romanian,roma1327,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Eastern Romance,Balkan Romance",24.2256,46.3913
uc1.32106020060981,1941,"The illustrated Gaelic-English dictionary,",Scottish Gaelic,scot1245,Eurasia,Indo-European,"Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic",-5.24366,56.7574
umn.319510021805175,1908,The international English and French dictionary_v.1,French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015065672209,1964,"The Japan times' 6 language dictionary; Japanese-English, japonais-français, japanisch-deutsch, Japanese-Russian, Japanese-Chinese.",Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
uc1.b4020214,1921,The Judson Burmese-English dictionary. Revised and enlarged by Robert C. Stevenson ... Revised and edited by Rev. F. H. Eveleth.,Burmese,nucl1310,Eurasia,Sino-Tibetan,"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese",93.9665,20.7926
uc1.31822016903759,1993,The Kenkyusha Japanese-English learner's pocket dictionary / editor in chief Shigeru Takebayashi = Kenkyūsha Nichi-Ei poketto jiten / henshū daihyō Takebayshi Shigeru,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
mdp.39015016642012,1964,"The Kościuszko Foundation dictionary: English-Polish, Polish-English._v.1",Polish,poli1260,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",18.6255,51.8439
mdp.49015002912971,1975,"The Kościuszko Foundation dictionary: English-Polish, Polish-English / by Kazimierz Bulas and Francis J. Whitfield._v.1",Polish,poli1260,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",18.6255,51.8439
uc1.31822006691935,1989,"The Kodansha English-Japanese dictionary = Kōdansha Ei-Wa jiten / henshū shukan, Kawamoto Shigeo ; henshū komon, Nishiwaki Junzaburō, Narita Shigehisa",Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
inu.39000005557686,1983,"The Kościuszko Foundation dictionary : English-Polish, Polish-English._v.2",Polish,poli1260,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",18.6255,51.8439
mdp.39015073815659,1943,"The larger English-Persian dictionary, designed to give the Persian meanings of 80,000 words, idioms, phrases, and proverbs in the English language, as well as the transliteration of difficult Persian words. By S. Haïm.",Western Farsi,west2369,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Iranian,Southwestern Iranian,Middle-Modern Persian,Modern Southwestern Iranian,Farsic-Caucasian Tat,Farsic",53.3,32.9
uc1.32106006166463,1971,"The Learner's English-Russian dictionary, by S. Folomkina and H. Weiser. With foreword and article on orthography by Morris Halle.",Russian,russ1263,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,East Slavic",50,59
uc1.32106006139437,1971,"The Learner's Russian-English dictionary, by B. A. Lapidus and S. V. Shevtsova, with foreword and article on orthography by Morris Halle.",Russian,russ1263,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,East Slavic",50,59
mdp.39015063323110,2005,The little Oxford English-Urdu dictionary.,Urdu,urdu1245,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",67,25
mdp.39015066373963,1967,"The Mehran English-Sindhi dictionary, with pronouneations [sic], measurements, abbreviations, French phrases, idioms, singlewords for phrases, and proverbs, by Shaikh Sanaullah.",Sindhi,sind1272,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northwesternzone,Sindhi-Lahnda,Sindhic",69,26
mdp.39015064899373,2005,"The Metallic Mìgmaq-English reference dictionary / [Emmanuel N. Metallic, Danielle E. Cyr, Alesandre Sévigny].",Mi'kmaq,mikm1235,North America,Algic,"Algic,Algonquian,Eastern Algonquian",294.4234,45.9941
inu.30000078229998,2000,The millennium English-Amharic dictionary : 18000 words = ʼAdisu ʼEnglizeñā-ʼAmāreñā mazgaba qālāt / ʼÉfrém ʼAsafā Waradawarq.,Amharic,amha1245,Africa,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Ethiosemitic,South Ethiopic,Transversal South Ethiopic,Amharic-Argobba",39.543456,11.708182
mdp.39015024257985,1956,The modern combined dictionary. English into English and Gujarati & Gujarati into English and Gujarati. Revised and supplemented by Ramanbhai G. Bhatt.,Gujarati,guja1252,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Gujarati-Rajasthani,Gujaratic",71.0962,22.687
mdp.39015028405150,1991,The modern English-Hindi dictionary = Môḍarna Aṅgrezī-Hindī kośa / I.N. Anand.,Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
mdp.39015045618058,1997,The modern English-Mon dictionary / compiled by Nai Tun Way.,Mon,monn1252,Eurasia,Austroasiatic,"Austroasiatic,Monic",98.122465,15.49394
uc1.32106020437957,1971,The modern reader's Japanese-English character dictionary.,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
uva.x000903145,1966,The modern reader's Japanese-English character dictionary. [Saishin Kan-Ei jiten (romanized form)],Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
mdp.39015058005250,1982,"The modern Russian dictionary for English speakers : English-Russian / by Elizabeth A.M. Wilson, Ma Oxon ; Russian editor, L.P. Popova, assistant Russian editors, M.D. Litvinova ; assistant compilers, E. Wilson, A. Lee, J. McNair.",Russian,russ1263,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,East Slavic",50,59
uc1.32106011333934,1976,"The Navaho language : the elements of Navaho grammar with a dictionary in two parts containing basic vocabularies of Navaho and English / Robert W. Young, William Morgan",Navajo,nava1243,North America,Athabaskan-Eyak-Tlingit,"Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan,Apachean,Southwestern Apachean,Western Southwestern Apachean",249.918,36.2106
uva.x004242694,1977,The new Bantam-Megiddo Hebrew & English dictionary / Reuven Sivan and Edward A. Levenston.,Modern Hebrew,hebr1245,Eurasia,Afro-Asiatic,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Northwest Semitic,Canaanite,Hebrewic",35.0179,31.1056
txu.059173025285186,1967,The New Barsa dictionary of the English and Portuguese languages. Editors: Antônio Houaiss and Catherine B. Avery. Associate editor: José E. A. do Prado. Assistant editors: Edna Jansen de Mello Clarke [and] Fernando Antônio de Mello Vianna._V.2,Portuguese,port1283,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Southwestern Shifted Romance,West Ibero-Romance,Galician Romance,Macro-Portuguese,Brazil-Portugal Portuguese",-8.1,39.91
pst.000049822281,1973,"The New Cassell's French dictionary: French-English, English-French.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
